0,1,2,3,4,5,6,7,8,9,is_member
-0.18451777,-2.6823564,3.6609504,0.46296614,-0.7371578,-0.41114438,-0.29946986,-2.0205324,0.717784,-0.43693763,1
-0.15148821,-2.3614492,3.2648442,0.41540292,-0.702747,-0.38733208,-0.22751026,-1.771689,0.60523933,-0.3488789,1
-0.0996812,-1.9703836,2.692269,0.33949515,-0.5748075,-0.3117375,-0.22103482,-1.4712604,0.5047764,-0.3052124,1
-0.16133973,-2.2450974,3.0981336,0.3744526,-0.67151165,-0.36744425,-0.2722317,-1.6846228,0.5966299,-0.35034046,1
-0.1306661,-2.112182,2.922425,0.38106173,-0.6196661,-0.3449868,-0.22001828,-1.5964226,0.56651634,-0.3318391,1
-0.12214938,-2.2071643,3.0387466,0.41676232,-0.64893204,-0.38054702,-0.2557665,-1.6705446,0.5610272,-0.3468626,1
-0.083146006,-1.7739722,2.4793994,0.34725472,-0.5752111,-0.32673922,-0.16083908,-1.3578714,0.42646056,-0.29477587,1
-0.14478764,-2.5359933,3.4637058,0.44699466,-0.7317132,-0.4192959,-0.260828,-1.8868283,0.6273145,-0.37797213,1
-0.111438185,-1.8205658,2.4931262,0.32054543,-0.52528644,-0.3242891,-0.2080778,-1.3681583,0.45774177,-0.29331753,1
-0.113093585,-1.7474381,2.4008973,0.30468374,-0.5122801,-0.30540973,-0.2022153,-1.3180646,0.42810306,-0.27436256,1
-0.10864851,-1.7504855,2.4476578,0.32367224,-0.55824566,-0.3064643,-0.16631925,-1.3175952,0.46762076,-0.2695122,1
-0.10477099,-1.7006019,2.3594143,0.31083232,-0.5229261,-0.30379605,-0.18044636,-1.2926047,0.38835838,-0.25282618,1
-0.13128775,-2.053336,2.8217003,0.3675261,-0.60357094,-0.33471006,-0.21651946,-1.5461706,0.5272017,-0.33729783,1
-0.13993207,-2.0917327,2.8722408,0.34896314,-0.6010945,-0.3486533,-0.25640222,-1.5752317,0.53654623,-0.3215405,1
-0.1064505,-2.0710418,2.824884,0.37550715,-0.61239827,-0.31999952,-0.2031867,-1.5572976,0.5138974,-0.32762662,1
