0,1,2,3,4,5,6,7,8,9,is_member
1.2105209,0.22530462,-0.116950035,-0.17098913,-0.19721085,0.20364754,-0.12544115,-0.46615458,-0.40481418,-0.3570712,1
2.2212293,0.388568,-0.22662133,-0.2986195,-0.35630348,0.36464015,-0.24502352,-0.8240694,-0.75187474,-0.61830974,1
1.4515059,0.25234035,-0.13152994,-0.19733113,-0.23141167,0.24376844,-0.14909835,-0.5489795,-0.46654674,-0.41366842,1
2.8075287,0.5041292,-0.2662582,-0.36641067,-0.4363877,0.46302238,-0.31362122,-1.0306219,-0.94211173,-0.7666248,1
1.1912886,0.204358,-0.12246404,-0.15257569,-0.1779638,0.17304304,-0.12810694,-0.4636473,-0.40325457,-0.35519847,1
1.9584675,0.3577724,-0.20402715,-0.25450972,-0.29686257,0.31102028,-0.22919504,-0.73136485,-0.6843696,-0.54902303,1
1.6360102,0.27551663,-0.17380625,-0.23697887,-0.2667523,0.26889643,-0.16031677,-0.6266118,-0.5389984,-0.47449037,1
1.514663,0.24334519,-0.14464922,-0.19903477,-0.23176055,0.22869436,-0.15650797,-0.57423866,-0.48861024,-0.42998517,1
1.9518981,0.33108735,-0.19558012,-0.2737767,-0.30095232,0.31483978,-0.2124103,-0.7318312,-0.6650148,-0.54594815,1
1.6798352,0.3017669,-0.18174222,-0.22202,-0.26400843,0.2597843,-0.178709,-0.6459787,-0.57878006,-0.48956978,1
1.9622831,0.36946642,-0.23196968,-0.25550833,-0.3134861,0.29879352,-0.1869379,-0.7794969,-0.70203596,-0.59386456,1
1.9560654,0.3166024,-0.17922875,-0.29138955,-0.30144387,0.33416346,-0.19841716,-0.7349427,-0.6326552,-0.5464163,1
1.49891,0.26288897,-0.14324321,-0.18619788,-0.23697594,0.25258544,-0.172802,-0.5449181,-0.47262698,-0.42935953,1
1.240576,0.20713831,-0.112708166,-0.15043981,-0.19358106,0.19597532,-0.15169805,-0.48107666,-0.39050198,-0.3562159,1
1.4105704,0.2520178,-0.1394642,-0.20788352,-0.22699422,0.23106274,-0.14889245,-0.53637516,-0.48009786,-0.41178212,1
1.8901885,0.35422668,-0.19499496,-0.2647369,-0.31937277,0.30302235,-0.19176927,-0.7004148,-0.65169626,-0.5356893,1
1.4814563,0.25342375,-0.15434879,-0.18480462,-0.2325306,0.23342417,-0.16610202,-0.55365324,-0.49133265,-0.41706118,1
1.3028321,0.23505555,-0.14585185,-0.17203832,-0.20774166,0.18459964,-0.13300848,-0.507512,-0.4396429,-0.3905922,1
1.747418,0.29372507,-0.18561058,-0.23202686,-0.2638062,0.2744622,-0.17796966,-0.6655479,-0.5724508,-0.5072606,1
1.2162306,0.21217656,-0.12024224,-0.18243486,-0.19000615,0.19478011,-0.11636114,-0.4791383,-0.40731806,-0.3713032,1
1.6712041,0.30827484,-0.18440217,-0.23434927,-0.25962678,0.26532492,-0.17526746,-0.64648706,-0.5980825,-0.47786185,1
1.3686423,0.24247418,-0.13485968,-0.19424914,-0.21862336,0.22126338,-0.15471253,-0.51333725,-0.46437597,-0.39607495,1
2.2785149,0.3986485,-0.19941892,-0.28230453,-0.3213309,0.36991003,-0.23982632,-0.865813,-0.7605385,-0.64527726,1
1.2946835,0.21391979,-0.12818743,-0.17356911,-0.20206967,0.19076443,-0.1437988,-0.48388267,-0.42809305,-0.37381378,1
1.5606818,0.25067228,-0.1467474,-0.23386756,-0.25276846,0.26954094,-0.17173636,-0.57672584,-0.5220867,-0.43689236,1
2.7719154,0.50315475,-0.30135402,-0.34698534,-0.43520522,0.4319277,-0.30401394,-1.038993,-0.94948584,-0.7867217,1
1.6762416,0.30676404,-0.15956701,-0.21303175,-0.2583292,0.26903546,-0.17992258,-0.6544825,-0.5716947,-0.47856492,1
1.4325069,0.22616458,-0.11865944,-0.22765894,-0.22344927,0.23420592,-0.14662656,-0.5417994,-0.46034437,-0.4121,1
1.4936079,0.22728099,-0.12614845,-0.21328661,-0.2269004,0.25463405,-0.15141822,-0.5709229,-0.46970436,-0.41488108,1
2.029829,0.35083276,-0.18496622,-0.27611876,-0.29250222,0.32531253,-0.23897165,-0.7614784,-0.6899564,-0.57767785,1
1.393669,0.25696528,-0.15692943,-0.15754528,-0.204339,0.19564922,-0.13081764,-0.5626653,-0.48448455,-0.43644923,1
1.1171639,0.17950119,-0.09371423,-0.15946159,-0.166403,0.17500944,-0.118816555,-0.43089348,-0.35571048,-0.3339778,1
1.8561026,0.30718982,-0.18478166,-0.27482757,-0.29349598,0.28619483,-0.1893885,-0.6980418,-0.60670596,-0.5286722,1
1.4673111,0.24892558,-0.1315475,-0.21946098,-0.23804046,0.24791028,-0.15736747,-0.5484027,-0.472365,-0.41844347,1
1.2406523,0.20729311,-0.12048551,-0.18520045,-0.19220811,0.21110593,-0.12862882,-0.47367442,-0.39415398,-0.36551276,1
1.9311137,0.3195221,-0.1906991,-0.22819811,-0.2763037,0.28562504,-0.23313004,-0.7334754,-0.6577552,-0.551294,1
