0,1,2,3,4,5,6,7,8,9,is_member
-0.23424938,-0.16867605,-0.8397967,-0.3815657,-0.11813058,0.120226115,-0.51085705,1.7857908,-1.0041877,0.30906075,1
-0.355595,-0.1643098,-1.101668,-0.5513369,-0.14019315,0.17400454,-0.7417166,2.3525803,-1.2929704,0.4033517,1
-0.37979218,-0.15662868,-1.2532195,-0.5745219,-0.11441372,0.17088963,-0.8189383,2.6222613,-1.43161,0.45687985,1
-0.36459184,-0.18929695,-1.1217233,-0.554847,-0.1220756,0.16237712,-0.738981,2.4313605,-1.343945,0.40532097,1
-0.23466372,-0.14476544,-0.806765,-0.3783109,-0.100593045,0.11419651,-0.5100791,1.6983445,-0.9311746,0.28394505,1
-0.4044562,-0.124905944,-1.0951604,-0.52611613,-0.11730783,0.12517679,-0.7205065,2.3323119,-1.2989428,0.410123,1
-0.25710052,-0.14885698,-0.83622795,-0.4000335,-0.10756171,0.1185897,-0.54179907,1.7946788,-0.99349207,0.30778623,1
-0.4068482,-0.16369534,-1.1732334,-0.5603144,-0.10479857,0.12913916,-0.7724736,2.5269706,-1.3853416,0.43957567,1
-0.31056786,-0.23566951,-1.0797142,-0.56582355,-0.15835287,0.18360524,-0.7051015,2.3454967,-1.3043959,0.38684386,1
-0.32461902,-0.09112471,-1.051442,-0.4798035,-0.13532962,0.1375718,-0.62109816,2.1230547,-1.1822785,0.3632311,1
-0.34050688,-0.10965747,-1.0073906,-0.4726438,-0.094696894,0.13028455,-0.61664104,2.1395116,-1.2232962,0.35695398,1
-0.3134848,-0.14207828,-0.9817864,-0.48085922,-0.1295834,0.14641789,-0.66023237,2.075167,-1.1464299,0.35594767,1
-0.19260663,-0.10562149,-0.60060745,-0.30162144,-0.06222004,0.07783815,-0.4084858,1.2894328,-0.7082433,0.21478279,1
-0.3302225,-0.074996755,-0.97237396,-0.46341968,-0.12760593,0.14207113,-0.61811167,2.0043373,-1.1194102,0.3357926,1
-0.30396235,-0.13828656,-0.92264193,-0.44330063,-0.07261656,0.114287585,-0.6096108,1.9714584,-1.0867484,0.35098124,1
-0.4089316,-0.1335266,-1.2326231,-0.5806231,-0.14924838,0.1612013,-0.78811204,2.568721,-1.4239709,0.44630155,1
