0,1,2,3,4,5,6,7,8,9,is_member
-0.29659098,-0.15251349,-0.89917386,0.18080567,-0.35618177,-0.7191952,-0.040940315,2.37619,-0.17915036,0.23169978,1
-0.27070123,-0.0755678,-0.6070987,0.15481777,-0.21331963,-0.52022344,-0.021240622,1.6558129,-0.14296448,0.15401556,1
-0.4215163,-0.15838788,-1.1549559,0.25175896,-0.42430776,-0.8637992,-0.047447264,3.037553,-0.22795452,0.29320493,1
-0.27928525,-0.11186968,-0.7270356,0.16554932,-0.28295898,-0.608903,-0.012195974,1.9704176,-0.15171935,0.1769761,1
-0.3063994,-0.15349375,-0.9171914,0.18535525,-0.3349647,-0.7041467,-0.017134696,2.4324863,-0.16918273,0.23029129,1
-0.19968127,-0.084425226,-0.5901067,0.11376607,-0.22259006,-0.4519744,-0.016027957,1.5313715,-0.11796771,0.12530787,1
-0.29725027,-0.1423934,-0.8210472,0.15925032,-0.3264639,-0.65791696,-0.017973334,2.2079694,-0.15072215,0.21061613,1
-0.3462184,-0.16072004,-1.0095934,0.22815351,-0.3573321,-0.79960394,-0.01739642,2.6762338,-0.18498412,0.23007937,1
-0.2755888,-0.0810893,-0.7595949,0.17828764,-0.279126,-0.6208002,-0.012427508,2.0697472,-0.14373253,0.16839515,1
-0.20554163,-0.063139424,-0.49883237,0.10911485,-0.19160853,-0.42644703,-0.025216222,1.338356,-0.11574052,0.11623943,1
-0.28403568,-0.11788051,-0.77186793,0.15416615,-0.30700234,-0.6119039,-0.03853208,2.0155919,-0.16019057,0.1899605,1
-0.2227819,-0.09100036,-0.61808145,0.12613685,-0.2331509,-0.4950748,0.009391368,1.651759,-0.117222205,0.14191361,1
-0.32270688,-0.14740084,-0.94456834,0.22907378,-0.34639663,-0.7671557,-0.022569686,2.5654614,-0.17878567,0.21208386,1
-0.27827507,-0.09464048,-0.659086,0.13439561,-0.28150082,-0.5500708,-0.00925219,1.8242642,-0.12945749,0.17160161,1
-0.2166313,-0.07503994,-0.5491604,0.13381991,-0.1999444,-0.4817236,0.0026840875,1.5011383,-0.11811678,0.1118419,1
-0.2573197,-0.094715044,-0.6299069,0.12438022,-0.25150597,-0.49056363,-0.039487332,1.7141756,-0.13908088,0.17216147,1
-0.26388222,-0.09419574,-0.6985003,0.1622442,-0.25003552,-0.5697902,0.012397886,1.8757252,-0.14235614,0.15753405,1
-0.28221792,-0.13835435,-0.74753165,0.17467858,-0.29625744,-0.62040216,-0.024073899,2.009991,-0.15861432,0.18279774,1
-0.32946283,-0.07522784,-0.76564556,0.2087047,-0.26580042,-0.66648346,-0.00054797437,2.0447576,-0.17453478,0.17947166,1
-0.3420114,-0.17879342,-0.9140947,0.1695096,-0.36612928,-0.75234026,0.00026697014,2.5006778,-0.1565473,0.22650672,1
-0.29621923,-0.08884193,-0.7127363,0.17000909,-0.26376137,-0.60848993,-0.035900265,1.9328457,-0.16864522,0.16989113,1
-0.21321501,-0.0547363,-0.53811014,0.13242973,-0.20176014,-0.45534116,-0.018111378,1.4493206,-0.1242708,0.111084625,1
-0.38622463,-0.20656078,-1.1724648,0.22124854,-0.44995195,-0.88796574,-0.0076853326,3.131933,-0.20977177,0.3130078,1
-0.4298007,-0.20913081,-1.2516023,0.25630227,-0.48135537,-0.9615157,-0.010971813,3.3703744,-0.21552779,0.3209963,1
-0.37089264,-0.14376359,-1.0690473,0.208392,-0.40469378,-0.79292524,0.014390648,2.7869556,-0.17958249,0.2485251,1
-0.25279963,-0.07162969,-0.6837739,0.16308202,-0.21644723,-0.5299067,-0.030005723,1.7515409,-0.14649178,0.16068988,1
-0.30833304,-0.13105558,-0.8242526,0.17771374,-0.32099816,-0.65936273,-0.00013562944,2.247453,-0.1512818,0.20309211,1
-0.3311432,-0.1603068,-1.0138909,0.19948547,-0.38906866,-0.7868297,0.0018469105,2.6709738,-0.18698858,0.2485195,1
-0.29172832,-0.14389344,-0.7666963,0.11918276,-0.31757593,-0.5997692,-0.052808642,2.0288293,-0.1637231,0.21904166,1
-0.258456,-0.08842333,-0.6428435,0.15227892,-0.23378709,-0.53739727,-0.027588785,1.7077359,-0.14027467,0.14865063,1
-0.3191219,-0.12150775,-0.8667853,0.18786149,-0.31225222,-0.6666658,-0.032049805,2.3030746,-0.16785024,0.19962366,1
-0.32664055,-0.1271305,-1.0163366,0.22792137,-0.35412133,-0.78051114,-0.009838878,2.6761506,-0.18526037,0.23093207,1
-0.33540517,-0.10985713,-0.83697754,0.17940632,-0.3322298,-0.685044,-0.009920328,2.2941458,-0.16062348,0.22056295,1
-0.2796989,-0.11440472,-0.84100085,0.20087472,-0.32071182,-0.68445355,0.0031335363,2.2908378,-0.16113642,0.19869567,1
-0.27939862,-0.14506374,-0.82619685,0.1873572,-0.33344248,-0.6994893,-0.018154442,2.2406263,-0.16153243,0.20487298,1
-0.25993264,-0.123824105,-0.79070234,0.19046621,-0.27867764,-0.636169,0.0047298977,2.123916,-0.14442514,0.16851808,1
-0.25181323,-0.1126021,-0.769336,0.18449718,-0.25186217,-0.6161862,-0.013090461,2.004436,-0.1551158,0.16558488,1
-0.25538927,-0.09557544,-0.6991044,0.1580347,-0.26276913,-0.56937635,0.0007556686,1.8840984,-0.13699777,0.15127148,1
-0.3207239,-0.13123642,-0.96423084,0.22043964,-0.3336045,-0.75025815,-0.006095498,2.5450675,-0.17759667,0.21034773,1
